,Date of Sale,Menu Name,Net Sales,Sales Quantity
3510,08-17-2024,Yuzu Pie,68.,16.
3511,08-17-2024,Baby Choux,22.5,5.
3512,08-17-2024,Banana Soft,17.5,5.
3513,08-17-2024,Belgium Waffle,35.,10.
3514,08-17-2024,Blueberry Cream Cheese Bread,44.,11.
3515,08-17-2024,Blueberry Muffin w/ Blueberry filling,15.8,4.
3516,08-17-2024,Chocolate Dipped Waffle,54.4,14.
3517,08-17-2024,Chocolate Muffin w/ Hazelnut filling,23.7,6.
3518,08-17-2024,Cranberry Cream Cheese Bread,31.5,9.
3519,08-17-2024,Croque Monsieur,92.15,20.
3520,08-17-2024,Custard Bun,44.45,13.
3521,08-17-2024,Custard Cream Soboro,52.5,14.
3522,08-17-2024,Foliage Sausage Bread,89.1,18.
3523,08-17-2024,Garlic Cream Cheese Bread,51.7,10.
3524,08-17-2024,Honey Cheese Pancake,79.2,16.
3525,08-17-2024,Honeydew Melon Soft,17.5,5.
3526,08-17-2024,Milk Cream Bread,65.,20.
3527,08-17-2024,Milk Soft Bread,10.5,3.
3528,08-17-2024,Milky bread,21.,4.
3529,08-17-2024,Mocha Cream Bread,19.8,4.
3530,08-17-2024,Morning Bread,18.75,3.
3531,08-17-2024,Nutty Cream Stick Bread,17.,4.
3532,08-17-2024,Olive Tomato Bread,18.,4.
3533,08-17-2024,Original Coffee Bun,33.75,9.
3534,08-17-2024,Pizza Bread,19.,4.
3535,08-17-2024,Potato Cheese Bread,29.7,6.
3536,08-17-2024,Premium Red Bean Bread,11.25,3.
3537,08-17-2024,Redbean Bread,34.95,12.
3538,08-17-2024,Salt & Butter Roll,38.5,11.
3539,08-17-2024,Soboro,30.,10.
3540,08-17-2024,Strawberry Cream Soboro,15.,3.
3541,08-17-2024,Strawberry Soft,17.5,5.
3542,08-17-2024,Sweet Frank Roll,76.5,18.
3543,08-17-2024,Taro Buttercream Bread,21.,6.
3544,08-17-2024,The+ Milk Roll,17.25,3.
3545,08-19-2024,Chocolate Cream Doughnut,13.5,3.
3546,08-19-2024,Corn Cheese Donut,9.,4.
3547,08-19-2024,Croquette,17.,4.
3548,08-19-2024,Curry Croquette,62.9,15.
3549,08-19-2024,Kimchi Croquette,29.75,7.
3550,08-19-2024,Mango Cream Doughnut,40.5,9.
3551,08-19-2024,Redbean Donut,3.75,1.
3552,08-19-2024,Sesame Donut,11.,4.
3553,08-19-2024,Sweet Cream Donut,9.,2.
3554,08-19-2024,Sweet Rice Donut,8.25,3.
3555,08-19-2024,Twist Donut,13.,4.
3556,08-19-2024,Baguette,10.5,3.
3557,08-19-2024,Walnut Cream Baguette,4.95,1.
3558,08-19-2024,Mascarpone Whipped Cream Loaf,10.5,2.
3559,08-19-2024,Whole Milk Loaf,10.5,2.
3560,08-19-2024,Chocolate Pretzel Pastry,16.,4.
3561,08-19-2024,Almond Croissant,22.5,5.
3562,08-19-2024,Blueberry Jam Mont Blanc Pastry,7.25,1.
3563,08-19-2024,Caramel Almond Pastry,15.,4.
3564,08-19-2024,Caramel Apple Pie,16.,4.
3565,08-19-2024,Chocolate Avalanche,24.65,6.
3566,08-19-2024,Chocolate Croissant,18.,4.
3567,08-19-2024,Cranberry Cream Cheese Scone,5.,2.
3568,08-19-2024,Crispy Almond Pastry,28.,7.
3569,08-19-2024,Croissant,17.5,5.
3570,08-19-2024,Custard & Almond Pretzel Pastry,8.,2.
3571,08-19-2024,Elotes Pastry,17.,4.
3572,08-19-2024,Frank Pastry,4.25,1.
3573,08-19-2024,Garlic & Cheese Croissant,8.5,2.
3574,08-19-2024,Greek Yogurt Cherry Danish,16.,4.
3575,08-19-2024,Guava Danish,29.25,8.
3576,08-19-2024,Mini Apple Danish Trio,4.5,1.
3577,08-19-2024,Mixed Berry Danish,15.,3.
3578,08-19-2024,Pain Au Chocolat,48.,12.
3579,08-19-2024,Pain Aux Raisin,4.,1.
3580,08-19-2024,Pineapple Cream Cheese Scone,7.5,3.
3581,08-19-2024,Portuguese Egg Tart,19.5,6.
3582,08-19-2024,Spinach Feta Danish,32.,8.
3583,08-19-2024,Strawberry Croissant,15.75,3.
3584,08-19-2024,Sweet Cheese and Blueberry Danish,32.,8.
3585,08-19-2024,Yuzu Pie,8.5,2.
3586,08-19-2024,Banana Soft,10.5,3.
3587,08-19-2024,Belgium Waffle,3.5,1.
3588,08-19-2024,Blueberry Cream Cheese Bread,24.,6.
3589,08-19-2024,Blueberry Muffin w/ Blueberry filling,3.95,1.
3590,08-19-2024,Chocolate Dipped Waffle,8.,2.
3591,08-19-2024,Chocolate Muffin w/ Hazelnut filling,7.9,2.
3592,08-19-2024,Cranberry Cream Cheese Bread,21.,6.
3593,08-19-2024,Croque Monsieur,46.55,10.
3594,08-19-2024,Custard Bun,21.,6.
3595,08-19-2024,Custard Cream Soboro,11.25,3.
3596,08-19-2024,Foliage Sausage Bread,34.65,7.
3597,08-19-2024,Garlic Cream Cheese Bread,33.,6.
3598,08-19-2024,Honey Cheese Pancake,9.9,2.
3599,08-19-2024,Honeydew Melon Soft,10.5,3.
3600,08-19-2024,Milk Cream Bread,39.,12.
3601,08-19-2024,Milk Soft Bread,3.5,1.
3602,08-19-2024,Milky bread,5.25,1.
3603,08-19-2024,Nutty Cream Stick Bread,4.25,1.
3604,08-19-2024,Olive Tomato Bread,9.,2.
3605,08-19-2024,Original Coffee Bun,11.25,3.
3606,08-19-2024,Potato Cheese Bread,19.8,4.
3607,08-19-2024,Premium Red Bean Bread,11.25,3.
3608,08-19-2024,Redbean Bread,15.,5.
3609,08-19-2024,Salt & Butter Roll,17.5,5.
3610,08-19-2024,Soboro,6.,2.
3611,08-19-2024,Strawberry Cream Soboro,10.,2.
3612,08-19-2024,Strawberry Soft,13.3,4.
3613,08-19-2024,Sweet Frank Roll,43.77,11.
3614,08-19-2024,Taro Buttercream Bread,10.5,3.
3615,08-19-2024,The+ Milk Roll,8.62,2.
3616,Grand Total,,231550.3,59740.
